Salary_Rank,uid,Player,First_Name,Last_Name,Player_Position,Abrv,Team,Salary
1122.0,Cooper RushQB,Cooper Rush,Cooper,Rush,QB,DAL,Dallas Cowboys,645000
1122.0,Jamal AgnewCB,Jamal Agnew,Jamal,Agnew,CB,DET,Detroit Lions,645000
1122.0,Joseph JonesOLB,Joseph Jones,Joseph,Jones,OLB,DEN,Denver Broncos,645000
1122.0,Jordan DangerfieldFS,Jordan Dangerfield,Jordan,Dangerfield,FS,PIT,Pittsburgh Steelers,645000
1122.0,Maurice SmithFS,Maurice Smith,Maurice,Smith,FS,WAS,Washington Redskins,645000
1122.0,Adam PankeyOG,Adam Pankey,Adam,Pankey,OG,MIA,Miami Dolphins,645000
1122.0,Josh MaloneWR,Josh Malone,Josh,Malone,WR,NYJ,New York Jets,645000
1122.0,Bronson KaufusiDE,Bronson Kaufusi,Bronson,Kaufusi,DE,NYJ,New York Jets,645000
1122.0,Josh TupouDT,Josh Tupou,Josh,Tupou,DT,CIN,Cincinnati Bengals,645000
1122.0,Adrian ColbertSS,Adrian Colbert,Adrian,Colbert,SS,MIA,Miami Dolphins,645000
1122.0,Nicholas MorrowLB,Nicholas Morrow,Nicholas,Morrow,LB,LV,Las Vegas Raiders,645000
1122.0,Dean MarloweS,Dean Marlowe,Dean,Marlowe,S,BUF,Buffalo Bills,645000
1122.0,Jerell AdamsTE,Jerell Adams,Jerell,Adams,TE,HOU,Houston Texans,645000
1122.0,Sean CulkinTE,Sean Culkin,Sean,Culkin,TE,LAC,Los Angeles Chargers,645000
1122.0,Matt SkuraC,Matt Skura,Matt,Skura,C,BAL,Baltimore Ravens,645000
1122.0,Samson EbukamOLB,Samson Ebukam,Samson,Ebukam,OLB,LAR,Los Angeles Rams,645000
1122.0,Branden JacksonDE,Branden Jackson,Branden,Jackson,DE,SEA,Seattle Seahawks,645000
1122.0,Taysom HillQB,Taysom Hill,Taysom,Hill,QB,NO,New Orleans Saints,645000
1122.0,Austin EkelerRB,Austin Ekeler,Austin,Ekeler,RB,LAC,Los Angeles Chargers,645000
1122.0,Charles WashingtonDB,Charles Washington,Charles,Washington,DB,ARI,Arizona Cardinals,645000
1122.0,Daeshon HallDE,Daeshon Hall,Daeshon,Hall,DE,PHI,Philadelphia Eagles,645000
1122.0,Stephen AndersonTE,Stephen Anderson,Stephen,Anderson,TE,LAC,Los Angeles Chargers,645000
1122.0,Jeremy McNicholsRB,Jeremy McNichols,Jeremy,McNichols,RB,JAX,Jacksonville Jaguars,645000
1122.0,Greg MabinCB,Greg Mabin,Greg,Mabin,CB,CIN,Cincinnati Bengals,645000
1122.0,Matt MilanoOLB,Matt Milano,Matt,Milano,OLB,BUF,Buffalo Bills,645000
1122.0,Zane GonzalezK,Zane Gonzalez,Zane,Gonzalez,K,ARI,Arizona Cardinals,645000
1122.0,D.J. FosterRB,D.J. Foster,D.J.,Foster,RB,ARI,Arizona Cardinals,645000
1122.0,Kenny LadlerFS,Kenny Ladler,Kenny,Ladler,FS,WAS,Washington Redskins,645000
1122.0,Matt BreidaRB,Matt Breida,Matt,Breida,RB,SF,San Francisco 49ers,645000
1122.0,Brandon AllenQB,Brandon Allen,Brandon,Allen,QB,DEN,Denver Broncos,645000
1122.0,Carlos WatkinsDT,Carlos Watkins,Carlos,Watkins,DT,HOU,Houston Texans,645000
1122.0,Aaron JonesRB,Aaron Jones,Aaron,Jones,RB,GB,Green Bay Packers,645000
1122.0,Deon LaceyLB,Deon Lacey,Deon,Lacey,LB,MIA,Miami Dolphins,645000
1122.0,Antony AuclairTE,Antony Auclair,Antony,Auclair,TE,TB,Tampa Bay Buccaneers,645000
1122.0,Danny IsidoraOG,Danny Isidora,Danny,Isidora,OG,MIA,Miami Dolphins,645000
1122.0,Brian HillRB,Brian Hill,Brian,Hill,RB,ATL,Atlanta Falcons,645000
1122.0,Chuck ClarkFS,Chuck Clark,Chuck,Clark,FS,BAL,Baltimore Ravens,645000
1122.0,Matt HaackP,Matt Haack,Matt,Haack,P,MIA,Miami Dolphins,645000
1122.0,Corey DavisWR,Corey Davis,Corey,Davis,WR,TEN,Tennessee Titans,645000
1122.0,Jake ElliottK,Jake Elliott,Jake,Elliott,K,PHI,Philadelphia Eagles,645000
1122.0,Justin HardeeWR,Justin Hardee,Justin,Hardee,WR,NO,New Orleans Saints,645000
1122.0,Josh ReynoldsWR,Josh Reynolds,Josh,Reynolds,WR,LAR,Los Angeles Rams,645000
1122.0,Zach WoodDE,Zach Wood,Zach,Wood,DE,NO,New Orleans Saints,645000
1122.0,Jaleel JohnsonDT,Jaleel Johnson,Jaleel,Johnson,DT,MIN,Minnesota Vikings,645000
1122.0,Patrick MahomesQB,Patrick Mahomes,Patrick,Mahomes,QB,KC,Kansas City Chiefs,645000
1122.0,Tanner VallejoILB,Tanner Vallejo,Tanner,Vallejo,ILB,2TM,,645000
1122.0,Jamaal WilliamsRB,Jamaal Williams,Jamaal,Williams,RB,GB,Green Bay Packers,645000
1122.0,Kenny MooreCB,Kenny Moore,Kenny,Moore,CB,IND,Indianapolis Colts,645000
1122.0,Jon HalapioOG,Jon Halapio,Jon,Halapio,OG,NYG,New York Giants,645000
1122.0,Jesse DavisT,Jesse Davis,Jesse,Davis,T,MIA,Miami Dolphins,645000
1122.0,Cody HollisterWR,Cody Hollister,Cody,Hollister,WR,TEN,Tennessee Titans,645000
1122.0,Jojo NatsonWR,Jojo Natson,Jojo,Natson,WR,LAR,Los Angeles Rams,645000
1122.0,Montae NicholsonSS,Montae Nicholson,Montae,Nicholson,SS,WAS,Washington Redskins,645000
1122.0,Kareem HuntRB,Kareem Hunt,Kareem,Hunt,RB,CLE,Cleveland Browns,645000
1122.0,Jaydon MickensWR,Jaydon Mickens,Jaydon,Mickens,WR,TB,Tampa Bay Buccaneers,645000
1122.0,DeAndrew WhiteWR,DeAndrew White,DeAndrew,White,WR,CAR,Carolina Panthers,645000
1122.0,Eli AnkouDT,Eli Ankou,Eli,Ankou,DT,CLE,Cleveland Browns,645000
1122.0,Erik MagnusonOT,Erik Magnuson,Erik,Magnuson,OT,LV,Las Vegas Raiders,645000
1122.0,Jamal AdamsSS,Jamal Adams,Jamal,Adams,SS,NYJ,New York Jets,645000
1122.0,Treyvon HesterDT,Treyvon Hester,Treyvon,Hester,DT,WAS,Washington Redskins,645000
1122.0,Al-Quadin MuhammadDE,Al-Quadin Muhammad,Al-Quadin,Muhammad,DE,IND,Indianapolis Colts,645000
1122.0,Jacob HollisterTE,Jacob Hollister,Jacob,Hollister,TE,SEA,Seattle Seahawks,645000
1122.0,Ross TravisTE,Ross Travis,Ross,Travis,TE,IND,Indianapolis Colts,645000
1122.0,Dede WestbrookWR,Dede Westbrook,Dede,Westbrook,WR,JAX,Jacksonville Jaguars,645000
1122.0,Hardy NickersonILB,Hardy Nickerson,Hardy,Nickerson,ILB,CIN,Cincinnati Bengals,645000
1122.0,Matt WileP,Matt Wile,Matt,Wile,P,ATL,Atlanta Falcons,645000
1122.0,Rashaad CowardDT,Rashaad Coward,Rashaad,Coward,DT,CHI,Chicago Bears,645000
1122.0,Trey EdmundsRB,Trey Edmunds,Trey,Edmunds,RB,PIT,Pittsburgh Steelers,645000
1122.0,Mike PurcellDT,Mike Purcell,Mike,Purcell,DT,DEN,Denver Broncos,645000
1122.0,Arthur MauletCB,Arthur Maulet,Arthur,Maulet,CB,NYJ,New York Jets,645000
1122.0,Joe WalkerILB,Joe Walker,Joe,Walker,ILB,ARI,Arizona Cardinals,645000
1122.0,Julie'n DavenportOT,Julie'n Davenport,Julie'n,Davenport,OT,MIA,Miami Dolphins,645000
1122.0,Marquel LeeILB,Marquel Lee,Marquel,Lee,ILB,LV,Las Vegas Raiders,645000
1122.0,Mike HiltonCB,Mike Hilton,Mike,Hilton,CB,PIT,Pittsburgh Steelers,645000
1122.0,Alex EllisTE,Alex Ellis,Alex,Ellis,TE,PHI,Philadelphia Eagles,645000
1122.0,Tarik CohenRB,Tarik Cohen,Tarik,Cohen,RB,CHI,Chicago Bears,645000
1122.0,Ryan GlasgowDT,Ryan Glasgow,Ryan,Glasgow,DT,CIN,Cincinnati Bengals,645000
1122.0,Troymaine PopeRB,Troymaine Pope,Troymaine,Pope,RB,LAC,Los Angeles Chargers,645000
1122.0,Corey ClementRB,Corey Clement,Corey,Clement,RB,PHI,Philadelphia Eagles,645000
1122.0,D.J. JonesDT,D.J. Jones,D.J.,Jones,DT,SF,San Francisco 49ers,645000
1122.0,Jermaine EluemunorOG,Jermaine Eluemunor,Jermaine,Eluemunor,OG,NE,New England Patriots,645000
1122.0,Aviante CollinsOG,Aviante Collins,Aviante,Collins,OG,MIN,Minnesota Vikings,645000
1122.0,Elijhaa PennyRB,Elijhaa Penny,Elijhaa,Penny,RB,NYG,New York Giants,645000
1122.0,Juston BurrisCB,Juston Burris,Juston,Burris,CB,CLE,Cleveland Browns,645000
1122.0,Patrick RicardDE,Patrick Ricard,Patrick,Ricard,DE,BAL,Baltimore Ravens,645000
1122.0,Grover StewartDT,Grover Stewart,Grover,Stewart,DT,IND,Indianapolis Colts,645000
1122.0,Josh FergusonRB,Josh Ferguson,Josh,Ferguson,RB,WAS,Washington Redskins,645000
1122.0,Elijah LeeOLB,Elijah Lee,Elijah,Lee,OLB,SF,San Francisco 49ers,645000
1122.0,Corn ElderCB,Corn Elder,Corn,Elder,CB,CAR,Carolina Panthers,645000
1122.0,Lucas PatrickG,Lucas Patrick,Lucas,Patrick,G,GB,Green Bay Packers,645000
1122.0,Mack HollinsWR,Mack Hollins,Mack,Hollins,WR,2TM,,645000
1122.0,Samaje PerineRB,Samaje Perine,Samaje,Perine,RB,2TM,,645000
1122.0,Harrison ButkerK,Harrison Butker,Harrison,Butker,K,KC,Kansas City Chiefs,645000
1122.0,George KittleTE,George Kittle,George,Kittle,TE,SF,San Francisco 49ers,645000
1122.0,Jermaine WhiteheadDB,Jermaine Whitehead,Jermaine,Whitehead,DB,CLE,Cleveland Browns,645000
1122.0,Carl LawsonDE,Carl Lawson,Carl,Lawson,DE,CIN,Cincinnati Bengals,645000
1122.0,Aldrick RosasK,Aldrick Rosas,Aldrick,Rosas,K,NYG,New York Giants,645000
1122.0,Vincent TaylorDT,Vincent Taylor,Vincent,Taylor,DT,BUF,Buffalo Bills,645000
1122.0,Brandon WilsonCB,Brandon Wilson,Brandon,Wilson,CB,CIN,Cincinnati Bengals,645000
1122.0,Bobo WilsonWR,Bobo Wilson,Bobo,Wilson,WR,TB,Tampa Bay Buccaneers,645000
1122.0,Nate HairstonCB,Nate Hairston,Nate,Hairston,CB,NYJ,New York Jets,645000
1122.0,Morgan FoxDL,Morgan Fox,Morgan,Fox,DL,LAR,Los Angeles Rams,645000
1122.0,Jayon BrownILB,Jayon Brown,Jayon,Brown,ILB,TEN,Tennessee Titans,645000
1122.0,Eric SaubertTE,Eric Saubert,Eric,Saubert,TE,CHI,Chicago Bears,645000
1122.0,Kalif RaymondWR,Kalif Raymond,Kalif,Raymond,WR,TEN,Tennessee Titans,645000
1122.0,Vince BiegelOLB,Vince Biegel,Vince,Biegel,OLB,MIA,Miami Dolphins,645000
1122.0,Tedric ThompsonSS,Tedric Thompson,Tedric,Thompson,SS,SEA,Seattle Seahawks,645000
1122.0,Ben GedeonILB,Ben Gedeon,Ben,Gedeon,ILB,MIN,Minnesota Vikings,645000
1122.0,Joshua PerkinsTE,Joshua Perkins,Joshua,Perkins,TE,PHI,Philadelphia Eagles,645000
1122.0,Adam ButlerDT,Adam Butler,Adam,Butler,DT,NE,New England Patriots,645000
1122.0,Tony McRaeCB,Tony McRae,Tony,McRae,CB,CIN,Cincinnati Bengals,645000
1122.0,D.J. WhiteCB,D.J. White,D.J.,White,CB,ATL,Atlanta Falcons,645000
1122.0,Joey HuntC,Joey Hunt,Joey,Hunt,C,SEA,Seattle Seahawks,645000
1122.0,Eddie JacksonSS,Eddie Jackson,Eddie,Jackson,SS,CHI,Chicago Bears,645000
1122.0,Justin McCrayG,Justin McCray,Justin,McCray,G,CLE,Cleveland Browns,645000
1122.0,De'Vante BausbyDB,De'Vante Bausby,De'Vante,Bausby,DB,DEN,Denver Broncos,645000
1122.0,Keelan ColeWR,Keelan Cole,Keelan,Cole,WR,JAX,Jacksonville Jaguars,645000
1122.0,Donald PayneLB,Donald Payne,Donald,Payne,LB,JAX,Jacksonville Jaguars,645000
1122.0,J.D. McKissicWR,J.D. McKissic,J.D.,McKissic,WR,DET,Detroit Lions,645000
1122.0,Xavier WoodsSS,Xavier Woods,Xavier,Woods,SS,DAL,Dallas Cowboys,645000
1122.0,Shalom LuaniSS,Shalom Luani,Shalom,Luani,SS,LAC,Los Angeles Chargers,645000
1122.0,Davon GodchauxDT,Davon Godchaux,Davon,Godchaux,DT,MIA,Miami Dolphins,645000
1122.0,David MooreWR,David Moore,David,Moore,WR,SEA,Seattle Seahawks,645000
1303.0,Sam HubbardDE,Sam Hubbard,Sam,Hubbard,DE,CIN,Cincinnati Bengals,640000
1304.0,Rasheem GreenDT,Rasheem Green,Rasheem,Green,DT,SEA,Seattle Seahawks,639000
1305.0,Malik JeffersonOLB,Malik Jefferson,Malik,Jefferson,OLB,CLE,Cleveland Browns,635000
1306.0,Martinas RankinOT,Martinas Rankin,Martinas,Rankin,OT,KC,Kansas City Chiefs,634000
1307.0,Michael GallupWR,Michael Gallup,Michael,Gallup,WR,DAL,Dallas Cowboys,629000
1308.0,Tracy WalkerS,Tracy Walker,Tracy,Walker,S,DET,Detroit Lions,628000
1309.0,Orlando BrownOT,Orlando Brown,Orlando,Brown,OT,BAL,Baltimore Ravens,627000
1310.0,Joseph NoteboomOT,Joseph Noteboom,Joseph,Noteboom,OT,LAR,Los Angeles Rams,626626
1311.0,Mark AndrewsTE,Mark Andrews,Mark,Andrews,TE,BAL,Baltimore Ravens,624500
1312.0,Arden KeyDE,Arden Key,Arden,Key,DE,LV,Las Vegas Raiders,624250
1313.0,Deadrin SenatDT,Deadrin Senat,Deadrin,Senat,DT,ATL,Atlanta Falcons,622000
1314.0,Justin JonesDT,Justin Jones,Justin,Jones,DT,LAC,Los Angeles Chargers,621481
1315.0,Chukwuma OkoraforOT,Chukwuma Okorafor,Chukwuma,Okorafor,OT,PIT,Pittsburgh Steelers,620000
1316.0,Ronnie HarrisonSS,Ronnie Harrison,Ronnie,Harrison,SS,JAX,Jacksonville Jaguars,617500
1317.0,Tre'Quan SmithWR,Tre'Quan Smith,Tre'Quan,Smith,WR,NO,New Orleans Saints,616500
1318.0,Alex CappaOT,Alex Cappa,Alex,Cappa,OT,TB,Tampa Bay Buccaneers,615000
1319.0,Oren BurksILB,Oren Burks,Oren,Burks,ILB,GB,Green Bay Packers,606500
1320.0,Tarvarius MooreS,Tarvarius Moore,Tarvarius,Moore,S,SF,San Francisco 49ers,603000
1321.0,Kyle NelsonTE,Kyle Nelson,Kyle,Nelson,TE,SF,San Francisco 49ers,601765
1322.0,Derrick NnadiDT,Derrick Nnadi,Derrick,Nnadi,DT,KC,Kansas City Chiefs,601500
1323.0,Jordan AkinsTE,Jordan Akins,Jordan,Akins,TE,HOU,Houston Texans,600000
1324.0,Rashaan GauldenCB,Rashaan Gaulden,Rashaan,Gaulden,CB,2TM,,595250
1325.0,Dorian O'DanielOLB,Dorian O'Daniel,Dorian,O'Daniel,OLB,KC,Kansas City Chiefs,584000
1326.0,Dalyn DawkinsRB,Dalyn Dawkins,Dalyn,Dawkins,RB,TEN,Tennessee Titans,570000
1326.0,Josey JewellILB,Josey Jewell,Josey,Jewell,ILB,DEN,Denver Broncos,570000
1326.0,Kevin PetersonCB,Kevin Peterson,Kevin,Peterson,CB,ARI,Arizona Cardinals,570000
1326.0,Austin CalitroLB,Austin Calitro,Austin,Calitro,LB,JAX,Jacksonville Jaguars,570000
1326.0,Genard AveryLB,Genard Avery,Genard,Avery,LB,2TM,,570000
1326.0,Marquis HaynesOLB,Marquis Haynes,Marquis,Haynes,OLB,CAR,Carolina Panthers,570000
1326.0,Hunter BradleyLS,Hunter Bradley,Hunter,Bradley,LS,GB,Green Bay Packers,570000
1326.0,Devante DownsLB,Devante Downs,Devante,Downs,LB,2TM,,570000
1326.0,Josh AdamsRB,Josh Adams,Josh,Adams,RB,NYJ,New York Jets,570000
1326.0,Matt PryorOT,Matt Pryor,Matt,Pryor,OT,PHI,Philadelphia Eagles,570000
1326.0,Shaquem GriffinOLB,Shaquem Griffin,Shaquem,Griffin,OLB,SEA,Seattle Seahawks,570000
1326.0,Ito SmithRB,Ito Smith,Ito,Smith,RB,ATL,Atlanta Falcons,570000
1326.0,Chad BeebeWR,Chad Beebe,Chad,Beebe,WR,MIN,Minnesota Vikings,570000
1326.0,Leon JacobsOLB,Leon Jacobs,Leon,Jacobs,OLB,JAX,Jacksonville Jaguars,570000
1326.0,Nick MullensQB,Nick Mullens,Nick,Mullens,QB,SF,San Francisco 49ers,570000
1326.0,Zach PascalWR,Zach Pascal,Zach,Pascal,WR,IND,Indianapolis Colts,570000
1326.0,Ryan NealDB,Ryan Neal,Ryan,Neal,DB,SEA,Seattle Seahawks,570000
1326.0,Ike BoettgerG,Ike Boettger,Ike,Boettger,G,BUF,Buffalo Bills,570000
1326.0,Taybor PepperLS,Taybor Pepper,Taybor,Pepper,LS,MIA,Miami Dolphins,570000
1326.0,Steve LongaOLB,Steve Longa,Steve,Longa,OLB,DET,Detroit Lions,570000
1326.0,Danny JohnsonCB,Danny Johnson,Danny,Johnson,CB,WAS,Washington Redskins,570000
1326.0,Ben NiemannLB,Ben Niemann,Ben,Niemann,LB,KC,Kansas City Chiefs,570000
1326.0,Keith KirkwoodWR,Keith Kirkwood,Keith,Kirkwood,WR,NO,New Orleans Saints,570000
1326.0,Andrew WylieT,Andrew Wylie,Andrew,Wylie,T,KC,Kansas City Chiefs,570000
1326.0,Aaron StinnieG,Aaron Stinnie,Aaron,Stinnie,G,2TM,,570000
1326.0,Zeke TurnerS,Zeke Turner,Zeke,Turner,S,ARI,Arizona Cardinals,570000
1326.0,Marcus JohnsonWR,Marcus Johnson,Marcus,Johnson,WR,IND,Indianapolis Colts,570000
1326.0,Zach SielerDE,Zach Sieler,Zach,Sieler,DE,2TM,,570000
1326.0,Dalton SchultzTE,Dalton Schultz,Dalton,Schultz,TE,DAL,Dallas Cowboys,570000
1326.0,Armani WattsFS,Armani Watts,Armani,Watts,FS,KC,Kansas City Chiefs,570000
1326.0,Sebastian JosephDT,Sebastian Joseph,Sebastian,Joseph,DT,LAR,Los Angeles Rams,570000
1326.0,Avery MossDE,Avery Moss,Avery,Moss,DE,MIA,Miami Dolphins,570000
1326.0,Tavierre ThomasDB,Tavierre Thomas,Tavierre,Thomas,DB,CLE,Cleveland Browns,570000
1326.0,Mike McGlincheyOT,Mike McGlinchey,Mike,McGlinchey,OT,SF,San Francisco 49ers,570000
1326.0,JK ScottP,JK Scott,JK,Scott,P,GB,Green Bay Packers,570000
1326.0,Siran NealCB,Siran Neal,Siran,Neal,CB,BUF,Buffalo Bills,570000
1326.0,Corey BojorquezP,Corey Bojorquez,Corey,Bojorquez,P,BUF,Buffalo Bills,570000
1326.0,Logan CookeP,Logan Cooke,Logan,Cooke,P,JAX,Jacksonville Jaguars,570000
1326.0,Dan ArnoldWR,Dan Arnold,Dan,Arnold,WR,2TM,,570000
1326.0,Vyncint SmithWR,Vyncint Smith,Vyncint,Smith,WR,NYJ,New York Jets,570000
1326.0,Darius PhillipsCB,Darius Phillips,Darius,Phillips,CB,CIN,Cincinnati Bengals,570000
1326.0,Sharif FinchLB,Sharif Finch,Sharif,Finch,LB,TEN,Tennessee Titans,570000
1326.0,Jordan WilkinsRB,Jordan Wilkins,Jordan,Wilkins,RB,IND,Indianapolis Colts,570000
1326.0,Ifeadi OdenigboDE,Ifeadi Odenigbo,Ifeadi,Odenigbo,DE,MIN,Minnesota Vikings,570000
1326.0,Isaiah FordWR,Isaiah Ford,Isaiah,Ford,WR,MIA,Miami Dolphins,570000
1326.0,Andre SmithILB,Andre Smith,Andre,Smith,ILB,CAR,Carolina Panthers,570000
1326.0,Evan BrownC,Evan Brown,Evan,Brown,C,2TM,,570000
1326.0,Baker MayfieldQB,Baker Mayfield,Baker,Mayfield,QB,CLE,Cleveland Browns,570000
1326.0,Levi WallaceCB,Levi Wallace,Levi,Wallace,CB,BUF,Buffalo Bills,570000
1326.0,Ian ThomasTE,Ian Thomas,Ian,Thomas,TE,CAR,Carolina Panthers,570000
1326.0,Natrell JamersonFS,Natrell Jamerson,Natrell,Jamerson,FS,CAR,Carolina Panthers,570000
1326.0,Cassanova McKinzyLB,Cassanova McKinzy,Cassanova,McKinzy,LB,WAS,Washington Redskins,570000
1326.0,Will DisslyTE,Will Dissly,Will,Dissly,TE,SEA,Seattle Seahawks,570000
1326.0,Kylie FittsDE,Kylie Fitts,Kylie,Fitts,DE,ARI,Arizona Cardinals,570000
1326.0,Jason Vander LaanTE,Jason Vander Laan,Jason,Vander Laan,TE,NO,New Orleans Saints,570000
1326.0,Jermaine GraceLB,Jermaine Grace,Jermaine,Grace,LB,ATL,Atlanta Falcons,570000
1326.0,Tyler LancasterDL,Tyler Lancaster,Tyler,Lancaster,DL,GB,Green Bay Packers,570000
1326.0,Tre HerndonCB,Tre Herndon,Tre,Herndon,CB,JAX,Jacksonville Jaguars,570000
1326.0,Joel IyiegbuniweLB,Joel Iyiegbuniwe,Joel,Iyiegbuniwe,LB,CHI,Chicago Bears,570000
1326.0,Colby WadmanP,Colby Wadman,Colby,Wadman,P,DEN,Denver Broncos,570000
1326.0,Sean ChandlerFS,Sean Chandler,Sean,Chandler,FS,NYG,New York Giants,570000
1326.0,James CrawfordLB,James Crawford,James,Crawford,LB,MIA,Miami Dolphins,570000
1326.0,Jermaine CarterLB,Jermaine Carter,Jermaine,Carter,LB,CAR,Carolina Panthers,570000
1326.0,Deontay BurnettWR,Deontay Burnett,Deontay,Burnett,WR,PHI,Philadelphia Eagles,570000
1326.0,Jack CichyILB,Jack Cichy,Jack,Cichy,ILB,TB,Tampa Bay Buccaneers,570000
1326.0,Bruce HectorDT,Bruce Hector,Bruce,Hector,DT,PHI,Philadelphia Eagles,570000
1326.0,Justin ZimmerDT,Justin Zimmer,Justin,Zimmer,DT,CLE,Cleveland Browns,570000
1326.0,George OdumS,George Odum,George,Odum,S,IND,Indianapolis Colts,570000
1326.0,Jacob MartinLB,Jacob Martin,Jacob,Martin,LB,HOU,Houston Texans,570000
1326.0,Jamal CarterS,Jamal Carter,Jamal,Carter,S,ATL,Atlanta Falcons,570000
1326.0,J.T. GrayDB,J.T. Gray,J.T.,Gray,DB,NO,New Orleans Saints,570000
1326.0,Devaroe LawrenceDL,Devaroe Lawrence,Devaroe,Lawrence,DL,CLE,Cleveland Browns,570000
1326.0,J.C. JacksonDB,J.C. Jackson,J.C.,Jackson,DB,NE,New England Patriots,570000
1326.0,Jaylen SamuelsRB,Jaylen Samuels,Jaylen,Samuels,RB,PIT,Pittsburgh Steelers,570000
1326.0,DeShon ElliottSS,DeShon Elliott,DeShon,Elliott,SS,BAL,Baltimore Ravens,570000
1326.0,Javon WimsWR,Javon Wims,Javon,Wims,WR,CHI,Chicago Bears,570000
1326.0,Durham SmytheTE,Durham Smythe,Durham,Smythe,TE,MIA,Miami Dolphins,570000
1326.0,Davontae HarrisCB,Davontae Harris,Davontae,Harris,CB,DEN,Denver Broncos,570000
1326.0,Dee DelaneyCB,Dee Delaney,Dee,Delaney,CB,WAS,Washington Redskins,570000
1326.0,Anthony FirkserTE,Anthony Firkser,Anthony,Firkser,TE,TEN,Tennessee Titans,570000
1326.0,Keion CrossenCB,Keion Crossen,Keion,Crossen,CB,HOU,Houston Texans,570000
1326.0,Dee VirginCB,Dee Virgin,Dee,Virgin,CB,DET,Detroit Lions,570000
1326.0,Wyatt TellerOG,Wyatt Teller,Wyatt,Teller,OG,CLE,Cleveland Browns,570000
1326.0,Josh AllenQB,Josh Allen,Josh,Allen,QB,BUF,Buffalo Bills,570000
1326.0,Jordan ThomasTE,Jordan Thomas,Jordan,Thomas,TE,HOU,Houston Texans,570000
1326.0,Mason ColeC,Mason Cole,Mason,Cole,C,ARI,Arizona Cardinals,570000
1326.0,Reggie GilbertLB,Reggie Gilbert,Reggie,Gilbert,LB,TEN,Tennessee Titans,570000
1326.0,Tyler ConklinTE,Tyler Conklin,Tyler,Conklin,TE,MIN,Minnesota Vikings,570000
1326.0,Tanner HudsonTE,Tanner Hudson,Tanner,Hudson,TE,TB,Tampa Bay Buccaneers,570000
1326.0,Isaac YiadomCB,Isaac Yiadom,Isaac,Yiadom,CB,DEN,Denver Broncos,570000
1326.0,Ben BradenOG,Ben Braden,Ben,Braden,OG,NYJ,New York Jets,570000
1326.0,Maurice HurstDT,Maurice Hurst,Maurice,Hurst,DT,LV,Las Vegas Raiders,570000
1326.0,Jeremiah ValoagaDE,Jeremiah Valoaga,Jeremiah,Valoaga,DE,SF,San Francisco 49ers,570000
1326.0,Joshua KaluCB,Joshua Kalu,Joshua,Kalu,CB,TEN,Tennessee Titans,570000
1326.0,Pat O'ConnorDE,Pat O'Connor,Pat,O'Connor,DE,TB,Tampa Bay Buccaneers,570000
1326.0,Scott QuessenberryC,Scott Quessenberry,Scott,Quessenberry,C,LAC,Los Angeles Chargers,570000
1326.0,Trent SiegLS,Trent Sieg,Trent,Sieg,LS,LV,Las Vegas Raiders,570000
1326.0,Gehrig DieterWR,Gehrig Dieter,Gehrig,Dieter,WR,KC,Kansas City Chiefs,570000
1326.0,Brian AllenC,Brian Allen,Brian,Allen,C,LAR,Los Angeles Rams,570000
1326.0,Nyheim HinesRB,Nyheim Hines,Nyheim,Hines,RB,IND,Indianapolis Colts,570000
1326.0,Tony BrownCB,Tony Brown,Tony,Brown,CB,GB,Green Bay Packers,570000
1326.0,Da'Shawn HandDE,Da'Shawn Hand,Da'Shawn,Hand,DE,DET,Detroit Lions,570000
1326.0,Tae DavisLB,Tae Davis,Tae,Davis,LB,2TM,,570000
1326.0,Jamil DembyOT,Jamil Demby,Jamil,Demby,OT,LAR,Los Angeles Rams,570000
1326.0,Taylor StallworthDT,Taylor Stallworth,Taylor,Stallworth,DT,NO,New Orleans Saints,570000
1326.0,Shaun Dion HamiltonLB,Shaun Dion Hamilton,Shaun,Dion Hamilton,LB,WAS,Washington Redskins,570000
1326.0,Avonte MaddoxCB,Avonte Maddox,Avonte,Maddox,CB,PHI,Philadelphia Eagles,570000
1326.0,Trenton CannonRB,Trenton Cannon,Trenton,Cannon,RB,NYJ,New York Jets,570000
1326.0,Chris HerndonTE,Chris Herndon,Chris,Herndon,TE,NYJ,New York Jets,570000
1326.0,Ross DwelleyTE,Ross Dwelley,Ross,Dwelley,TE,SF,San Francisco 49ers,570000
1326.0,Foyesade OluokunS,Foyesade Oluokun,Foyesade,Oluokun,S,ATL,Atlanta Falcons,570000
1326.0,Dontrell HilliardRB,Dontrell Hilliard,Dontrell,Hilliard,RB,CLE,Cleveland Browns,570000
1326.0,Ja'Whaun BentleyILB,Ja'Whaun Bentley,Ja'Whaun,Bentley,ILB,NE,New England Patriots,570000
1326.0,Justin WatsonWR,Justin Watson,Justin,Watson,WR,TB,Tampa Bay Buccaneers,570000
1326.0,Mitchell LoewenDE,Mitchell Loewen,Mitchell,Loewen,DE,NO,New Orleans Saints,570000
1326.0,Keke CouteeWR,Keke Coutee,Keke,Coutee,WR,HOU,Houston Texans,570000
1326.0,Anthony AverettCB,Anthony Averett,Anthony,Averett,CB,BAL,Baltimore Ravens,570000
1326.0,Kenny YoungLB,Kenny Young,Kenny,Young,LB,2TM,,570000
1326.0,Chandon SullivanCB,Chandon Sullivan,Chandon,Sullivan,CB,GB,Green Bay Packers,570000
